"Ціна, грн",Кімнати,Площа,Район,Адреса,Координати,Відстань,Рейтинг
14000,1,34,Печерський,"Наддніпрянське ш., 2а","(50.422003917344426, 30.56903456070175)",1836,3
32000,4,170,Печерський,"вул. Коновальця, 44а","(50.42280002051163, 30.537639982317415)",544,3
8999,2,72,Дарницький,"вул. Здолбунівська, 13","(50.41803000514304, 30.625649965659562)",2233,2
30000,3,99,Печерський,"вул. Коновальця, 32а","(50.42671998516968, 30.5316699717807)",505,3
9000,2,70,Дніпровський,"вул. Краківська, 7","(50.45312997906149, 30.615599979933165)",389,1
12000,1,44,Дніпровський,"вул. Комбінатна, 25","(50.46091001967943, 30.585290012222373)",1370,1
10000,2,65,Оболонський,"просп. Героїв Сталінграда, 16б","(50.506709995915514, 30.510480017638997)",1026,2
8000,1,28,Голосіївський,"вул. Набережно-Корчуватська, 82","(50.365749979562, 30.5565300260468)",4139,3
9000,1,35,Дніпровський,"вул. Ентузіастів, 19/1","(50.43874001150891, 30.605909996948157)",1522,1
30424,1,35,Шевченківський,"просп. Перемоги, 5в","(50.44759414923041, 30.48691000425261)",662,3
10000,2,56,Дарницький,"просп. Бажана, 5е","(50.39740000000006, 30.63101000000006)",233,2
6000,2,51,Деснянський,"просп. Лісовий, 5","(50.38632000814485, 30.708619994441335)",2598,1
17000,1,51,Печерський,"вул. Драгомирова, 2а","(50.41361001805106, 30.54439998722839)",472,3
6500,1,30,Шевченківський,"вул. Іллєнка, 89","(50.470969979870574, 30.461930022790057)",968,3
18500,2,60,Подільський,"просп. Правди, 45","(50.50385000673302, 30.423760009195547)",3047,2
8500,1,38,Голосіївський,"вул. Заболотного, 128","(50.36047000920422, 30.469689988749877)",1299,3
10990,2,67,Дарницький,"вул. Бориса Гмирі, 6","(50.39344001579724, 30.627179998265206)",738,2
40565,3,102,Солом'янський,"вул. Гарматна, 38а","(50.44286001028627, 30.429820041372352)",1711,2
9000,1,48,Оболонський,"вул. Автозаводська, 15а","(50.50309999403689, 30.458260006484693)",2879,2
11000,2,75,Дарницький,"вул. Дяченка, 20","(50.37990001513617, 30.705729998045484)",3080,2
34481,2,86,Печерський,"вул. Старонаводницька, 6б","(50.42797999476454, 30.546469982036598)",557,3
6500,3,67,Деснянський,"вул. Волкова, 20а","(50.49387092031897, 30.434574937913396)",1928,1
12000,1,30,Шевченківський,"вул. Ясногірська, 16б","(50.48115688133642, 30.438419692058794)",761,3
40565,2,82,Печерський,"вул. Коновальця, 36в","(50.425040000316244, 30.532819968896376)",505,3
12000,4,90,Дарницький,"вул. Лариси Руденко, 3б","(50.39768000151855, 30.644440013284083)",724,2
32452,2,68,Дарницький,"вул. Зарічна, 2к3","(50.39758741545094, 30.60339224711459)",391,2
10000,2,45,Солом'янський,"вул. Антонова, 4","(50.43561735080751, 30.305300771405477)",4796,2
12500,2,56,Святошинський,"просп. Перемоги, 89а","(50.4565000070522, 30.385239967324424)",498,1
10000,2,50,Оболонський,"вул. Малиновського, 27/23","(50.50478002079984, 30.50638998416551)",695,2
9500,3,68,Дарницький,"Харківське ш., 146","(50.42085001264738, 30.649090041708718)",2205,2
5500,1,37,Дарницький,"вул. Драгоманова, 1г","(50.41768001877594, 30.636100019624507)",2127,2
8500,2,55,Дарницький,"вул. Вишняківська, 12","(50.395239987594664, 30.64650003362749)",807,2
15000,3,93,Святошинський,"вул. Хмельницька, 10","(50.46323997921462, 30.38349996804422)",851,1
6500,1,36,Дарницький,"вул. Драгоманова, 18","(50.4081000063606, 30.63863001327897)",1111,2
8000,2,44,Солом'янський,"вул. Волгоградська, 15","(50.42548000832343, 30.49526996467975)",1656,2
13500,3,75,Оболонський,"Балтійський пров., 3","(50.49612700375981, 30.465009701543778)",2448,2
23000,3,83,Дарницький,"вул. Драгоманова, 2б","(50.417720000454096, 30.632460010532498)",2126,2
28000,3,83,Голосіївський,"вул. Деміївська, 13","(50.40380998067735, 30.513210003503218)",329,3
7000,2,55,Деснянський,"просп. Лісовий, 41","(50.48548001818614, 30.640370012559174)",2397,1
10000,1,25,Дарницький,"вул. Вишняківська, 4","(50.393680508689265, 30.652287384334926)",835,2
14900,3,75,Дарницький,"Харківське ш., 180/21","(50.40977001674929, 30.668300022682303)",680,2
11000,3,65,Дарницький,"вул. Здолбунівська, 11","(50.41594999396054, 30.619690013406654)",2169,2
15000,3,100,Дніпровський,"бульв. Дарницький, 1а","(50.45955001397968, 30.613640039513655)",352,1
14499,2,65,Дарницький,"вул. Ахматової, 31","(50.407479996982715, 30.627430030436926)",1081,2
10500,1,36,Дніпровський,"вул. Каховська, 56","(50.46286730701959, 30.591362334607407)",1355,1
8000,2,54,Святошинський,"вул. Феодори Пушиної, 49","(50.45638002010824, 30.351319997735004)",970,1
5000,1,32,Шевченківський,"вул. Щербаківського, 57в","(50.47798999141807, 30.403129966185958)",1926,3
14000,1,56,Дарницький,"вул. Срібнокільська, 1","(50.40235002078225, 30.630049961912476)",488,2
48678,3,122,Дніпровський,"вул. Ованеса Туманяна, 15а","(50.44386998770938, 30.604399997091093)",965,1
14000,3,80,Дніпровський,"вул. Алма-Атинська, 39д","(50.44466790958049, 30.66340140814319)",2540,1
11000,2,40,Подільський,"вул. Межова, 8","(50.5145200018373, 30.4381700094967)",4238,2
10000,1,30,Голосіївський,"вул. Метрологічна, 58а","(50.345329987046, 30.475480039825413)",2861,3
7000,2,45,Деснянський,"вул. Кубанської України, 45б","(50.43137416781373, 30.477814759406865)",1380,1
18000,1,50,Дніпровський,"вул. Сверстюка, 6е","(50.44594562539568, 30.607386044868896)",928,1
8400,1,39,Дарницький,"вул. Крушельницької, 7","(50.46341000612054, 30.329729975354724)",1878,2
6500,1,30,Солом'янський,"Чугуївський пров., 10","(50.45292998685173, 30.425079991307626)",759,2
11000,1,36,Дніпровський,"вул. Каховська, 62","(50.462176685085325, 30.591786127359672)",1273,1
31500,3,98,Шевченківський,"вул. Златоустівська, 47-49","(50.45279998353348, 30.486220023821204)",1132,3
7000,2,45,Дніпровський,"вул. Пожарського, 9","(50.45363000149541, 30.622150018169606)",683,1
10999,2,87,Дарницький,"вул. Ахматової, 22","(50.40826001689223, 30.624670037359323)",1249,2
20000,1,42,Дарницький,"вул. Зарічна, 4","(50.39764647675419, 30.603412780818413)",397,2
8000,3,57,Шевченківський,"просп. Перемоги, 17","(50.44898998944507, 30.47376996393956)",542,3
18000,2,80,Голосіївський,"Коломийський пров., 17/31а","(50.39349998831446, 30.490929982853544)",285,3
11500,1,32,Шевченківський,"просп. Перемоги, 3","(50.453140000000076, 30.44724000000008)",232,3
7000,1,34,Дарницький,"вул. Лариси Руденко, 8","(50.39413001406663, 30.64201999019926)",775,2
12000,2,75,Дарницький,"просп. Бажана, 14","(50.39740000000006, 30.63101000000006)",233,2
20000,3,91,Дарницький,"вул. Княжий Затон, 11","(50.40145998839358, 30.623560021921776)",785,2
12000,3,98,Дарницький,"вул. Урлівська, 38","(50.411389987175994, 30.6160899859928)",1757,2
48678,3,86,Печерський,"Тверський туп., 7б","(50.42372361663134, 30.53194148448574)",646,3
12000,2,75,Дарницький,"вул. Урлівська, 20","(50.408139988038755, 30.620419993354204)",1417,2
12500,2,65,Шевченківський,"вул. Молдовська, 2","(50.44245000949243, 30.54445002719035)",159,3
11500,1,29,Печерський,"вул. Тютюнника, 47","(50.41901999172708, 30.52781999601416)",521,3
11000,1,37,Дарницький,"Вірменський пров., 17","(50.410719979745664, 30.674159978830318)",948,2
15000,1,42,Шевченківський,"вул. Пушкінська, 2-4/7","(50.44775998706359, 30.518890000190055)",264,3
48678,4,158,Печерський,"бульв. Українки, 23а","(50.424540019791834, 30.544690001078266)",551,3
31000,2,110,Шевченківський,"вул. Іллєнка, 18б","(50.466239988089654, 30.4770199630768)",513,3
28000,2,59,Дарницький,"вул. Трускавецька, 10г","(50.402202178649034, 30.60119896069496)",925,2
36509,2,65,Голосіївський,"вул. Жилянська, 59","(50.43782001381638, 30.499829971464266)",864,3
10500,1,24,Солом'янський,"вул. Польова, 73","(50.43648590050609, 30.446101462510313)",2031,2
36509,2,77,Печерський,"Лабораторний пров., 7","(50.42737000176095, 30.525710019527793)",833,3
5500,1,33,Дніпровський,"вул. Миколи Кибальчича, 21","(50.49387000989816, 30.60412004152505)",4211,1
9000,2,53,Дарницький,"вул. Сімферопольська, 3/2","(50.42865000219487, 30.646010027567854)",3096,2
14500,2,65,Оболонський,"вул. Йорданська, 1","(50.49175999150228, 30.506399958630283)",1154,2
6000,1,30,Дніпровський,"вул. Празька, 4","(50.440990007687816, 30.629890035199878)",2068,1
32000,4,163,Печерський,"вул. Коновальця, 44а","(50.42280002051163, 30.537639982317415)",544,3
9500,1,35,Голосіївський,"вул. Деміївська, 47","(50.399560020491265, 30.506350002487352)",352,3
10000,2,50,Дніпровський,"бульв. Праці, 5","(50.45413999839414, 30.61877001571412)",446,1
12000,1,40,Голосіївський,"вул. Ломоносова, 85а","(50.38320998679066, 30.46255003216794)",868,3
9000,2,44,Святошинський,"вул. Курінного, 1","(50.43523000573518, 30.387950004259096)",2527,1
18000,2,68,Оболонський,"вул. Миколи Гулака, 4","(50.516279859939, 30.4568164896786)",2974,2
4000,1,30,Дніпровський,"вул. Міста Шалетт, 7","(50.46902001391584, 30.61772998916811)",1353,1
10000,3,72,Дарницький,"вул. Тростянецька, 8в","(50.41650001444691, 30.653570001317917)",1685,2
28396,2,109,Солом'янський,"вул. Липківського, 18","(50.43403047135945, 30.484900300813855)",894,2
12000,1,56,Дарницький,"просп. Бажана, 16","(50.39740000000006, 30.63101000000006)",233,2
15000,2,64,Солом'янський,"вул. Кадетський Гай, 6","(50.41315999366955, 30.466639981822397)",2845,2
7500,2,46,Святошинський,"просп. Курбаса, 18","(50.42617998105763, 30.370520004243843)",3320,1
9000,2,40,Шевченківський,"вул. Парково-Сирецька, 8","(50.46380001607528, 30.43647996635943)",1180,3
18255,1,55,Дніпровський,"вул. Ованеса Туманяна, 15а","(50.44386998770938, 30.604399997091093)",965,1
8500,2,46,Оболонський,"вул. Прирічна, 27","(50.52233000775908, 30.52227000264557)",1692,2
